configuration,split_seed,validation_seed,model_seed,xgb_weight,lgbm_weight,accuracy,precision,recall,macro_f1,auc_roc,auc_pr,brier_score,tn,fp,fn,tp,partition_index
Cell_A_primary_50_50_without_attendance_decay,82,83,50,0.5,0.5,0.944954128440367,0.8620689655172413,0.9259259259259259,0.9279100529100529,0.985546522131888,0.940114481468693,0.0346233528372331,78,4,2,25,4
Cell_A_primary_50_50_without_attendance_decay,82,83,51,0.5,0.5,0.944954128440367,0.8620689655172413,0.9259259259259259,0.9279100529100529,0.982836495031617,0.9250301131867569,0.03986068867000464,78,4,2,25,4
Cell_A_primary_50_50_without_attendance_decay,92,93,42,0.5,0.5,0.9619047619047619,0.8666666666666667,0.8666666666666667,0.9222222222222223,0.9918518518518519,0.94909381468205,0.026991572554705873,88,2,2,13,5
Cell_A_primary_50_50_without_attendance_decay,92,93,43,0.5,0.5,0.9619047619047619,0.8666666666666667,0.8666666666666667,0.9222222222222223,0.9925925925925926,0.955154420742656,0.026721747769794496,88,2,2,13,5
Cell_A_primary_50_50_without_attendance_decay,92,93,44,0.5,0.5,0.9619047619047619,0.8666666666666667,0.8666666666666667,0.9222222222222223,0.9918518518518519,0.9490938146820498,0.02652543757695017,88,2,2,13,5
Cell_A_primary_50_50_without_attendance_decay,92,93,45,0.5,0.5,0.9619047619047619,0.8666666666666667,0.8666666666666667,0.9222222222222223,0.9925925925925927,0.9551544207426559,0.026372397140608624,88,2,2,13,5
Cell_A_primary_50_50_without_attendance_decay,92,93,46,0.5,0.5,0.9619047619047619,0.8666666666666667,0.8666666666666667,0.9222222222222223,0.9896296296296296,0.9341086691086691,0.02836823681458881,88,2,2,13,5
Cell_A_primary_50_50_without_attendance_decay,92,93,47,0.5,0.5,0.9619047619047619,0.8666666666666667,0.8666666666666667,0.9222222222222223,0.9903703703703703,0.9407753357753358,0.02787556573423049,88,2,2,13,5
Cell_A_primary_50_50_without_attendance_decay,92,93,48,0.5,0.5,0.9619047619047619,0.8666666666666667,0.8666666666666667,0.9222222222222223,0.991111111111111,0.9458258408258409,0.02678596985867762,88,2,2,13,5
Cell_A_primary_50_50_without_attendance_decay,92,93,49,0.5,0.5,0.9619047619047619,0.8666666666666667,0.8666666666666667,0.9222222222222223,0.9925925925925926,0.955154420742656,0.02683544221670306,88,2,2,13,5
